tau,icc,reliability,cf,no_pooling_mse,partial_pooling_mse,mse_ratio
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.08385895528120191,0.023304104007893307,3.5984629682736626
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.05973159913916535,0.014953915082406144,3.994378650005969
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.07429273505509082,0.027480076896666882,2.703512633332622
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.10410646433425907,0.028052794296968855,3.7110907110422127
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.12899837183567928,0.0546284307746624,2.3613779492913958
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.11220588677534257,0.035560094171779674,3.1553877847823206
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.09370082153337521,0.03329764105793451,2.814037828395871
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.09664700437416829,0.02634779560552519,3.668124871664831
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.11489766564273657,0.045417426955027304,2.5298145083496064
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.14123016727569757,0.024118901675682522,5.855580373217845
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.07529666848972826,0.014278475842953001,5.273438798223704
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.07828488811254321,0.022204324510436625,3.5256595207725065
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.06503662282116755,0.02833505074331381,2.295271090577248
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.10330481515082769,0.0255692607020552,4.040195622180202
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.06197237792349503,0.014507771182068512,4.271667725232143
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.09486673767365951,0.026939139088576113,3.5215207643324047
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.07632498315778416,0.0345598635916494,2.208486238823765
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.11173285417235718,0.039895123059525146,2.8006644823641027
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.09966342596533492,0.0322469226417352,3.0906337039537135
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.1119487085032775,0.013472455876606438,8.309450743695894
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.10484495643711951,0.03915347807590443,2.677794198356097
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.08151755768554128,0.023878443920835137,3.4138555240784823
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.09586035808164714,0.020743471600857766,4.621230232150881
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.13256293712250158,0.029630804233999494,4.47382177262654
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.09078850662490648,0.027508839287074892,3.30033941735825
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.08979173230471676,0.027711184652121634,3.2402704334706995
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.0492481983687054,0.01933142421536095,2.547572171613319
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.11396647563920889,0.022557156087361283,5.052342378526343
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.10703332450201294,0.03552682734690211,3.0127464931468504
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.06093853599308412,0.01720851873350163,3.5411842783684033
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.10672290619566169,0.02501521642574051,4.266319522458517
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.10155378816456187,0.02971819841703047,3.4172255915205447
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.11987260099166479,0.018576566329990114,6.452893331430243
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.08341236874839282,0.029912038388251214,2.788588583155715
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.09524412870028237,0.01768963670975865,5.3841766375982205
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.13641909038840155,0.04181185757176464,3.2626890626482172
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.08237837686882245,0.031819845857776016,2.5888993063330985
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.11672952636155215,0.02915041974357591,4.004385782035838
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.14968885846122276,0.042827712266834427,3.49514019167307
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.059006126391733485,0.024848260900727295,2.3746581954959436
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.0991581850177694,0.03358906495448239,2.9520972123559206
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.102309597889965,0.016177077661097074,6.32435598278674
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.13648211926447204,0.023630200953152134,5.7757494121634245
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.053892375836772276,0.022686422820958032,2.3755343123987687
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.06536314860608508,0.027766266293581372,2.35404889930033
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.07159396847477685,0.015470468554268419,4.62778281237148
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.08741974217652895,0.02469375310119606,3.540156160883244
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.145210054334744,0.034936102576971335,4.156446873683655
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.12435035138918377,0.032497133210070105,3.8265021897577873
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.11286262816311098,0.01674770727417136,6.7389897802411385
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.09212742206694945,0.028741000421072187,3.2054354656146176
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.0798883362910015,0.028902634252759928,2.7640503489183836
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.09807367412490438,0.038894885829642505,2.5215056435558587
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.11744836173449627,0.03634086175492904,3.2318540635202835
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.09012141871713789,0.03877257397613291,2.3243599656967215
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.07200002736707033,0.02196770668187773,3.2775395451937084
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.09799749099976293,0.03472228144965388,2.822322926615751
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.11598321925881921,0.02532949572354737,4.57897861547225
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.06475212999349117,0.03913200301878046,1.6547103393203497
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.09763107897289154,0.03692154384027692,2.6442848488471897
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.07850773235378401,0.030981289661460885,2.5340369368626883
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.10602965675087266,0.045282047579836456,2.341538477559623
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.12994924469045147,0.03318630181350395,3.9157494987155625
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.13670827689084902,0.03192643977123893,4.281976877797796
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.11034136629369315,0.03317750738885195,3.325788311956467
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.0914432376278194,0.02971941680738074,3.076885331246127
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.114391214197047,0.04006956009195372,2.854815823646081
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.07966532510770512,0.03026602022410489,2.632170484187311
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.1404920819199021,0.026115310097737376,5.379682699309563
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.10149831790767637,0.03212428284677807,3.1595512463823368
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.09146040910898624,0.03073039619166821,2.9762196536139514
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.07252639814039386,0.01965955513850896,3.6891169525158682
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.054074194084490906,0.03008118235406488,1.7976086660431365
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.11703255828964608,0.033499630046237246,3.49354778330728
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.10249980164460923,0.03010659355605849,3.404563238074562
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.0920783318123371,0.018414738231808614,5.0002520075624
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.17003946160283026,0.042626683419517766,3.9890380382015165
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.10805700712843772,0.04220409678579764,2.5603440271893376
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.14563199222024434,0.037061659235032886,3.9294514931642435
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.08526573244374148,0.02275134750633372,3.747722301723204
0.2,0.03846153846153847,0.28571428571428575,0.11856476822195057,0.09621439788097809,0.032309064368996616,2.9779382275552444
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.09479697606471496,0.05766098924839731,1.6440400572445928
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.10371561634137402,0.07347119654756157,1.4116500236148153
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.08568633292222608,0.08142796882486114,1.052296086453096
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.06698847068703556,0.0418436856870685,1.600921849667222
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.10309983009846138,0.07390308059213797,1.3950680982766697
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.07538664653282255,0.0561587363423899,1.3423850222199352
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.12211625808517372,0.06410702063350668,1.9048811952016917
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.11829666503409829,0.08126830617548492,1.4556309907414215
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.10110793891851552,0.07551536913451366,1.3389054450414517
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.12386965031024319,0.07307402692024698,1.6951255532343192
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.04886782166639129,0.03721396942456435,1.3131580001281566
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.07432245510475709,0.03809091614531293,1.951185810843314
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.0838673561952492,0.04503198972799653,1.8623950818479733
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.13411636005754846,0.09734311813112201,1.3777693033922807
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.10099117275417974,0.06741996601564816,1.4979416146655977
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.1051381276529027,0.061479023835090935,1.710146340887281
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.07239495358946949,0.04805406560987522,1.5065312928401247
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.06434729785459212,0.03625272355984171,1.7749645140005883
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.09504041456114062,0.07187879396123617,1.322231625260649
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.07013448550950727,0.059067852019220636,1.1873545949611568
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.09009312845710694,0.030199010227011665,2.9833139490287888
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.11805621636994428,0.06895472193146686,1.7120831331504565
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.09579811011125525,0.08651087264306957,1.107353413327633
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.1014240991810449,0.07469813364383569,1.3577862556063303
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.08491351558454865,0.04674893289966252,1.8163733441103134
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.1011648555438233,0.0509577412527687,1.9852696186435987
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.09241783606358718,0.06944694934586419,1.3307688377112419
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.16410667384178879,0.1280738274392304,1.2813443396126782
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.09603539343555556,0.03922963844224726,2.448031571255394
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.07156185742797795,0.05575229124244648,1.283568008295505
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.07222302735776104,0.050479302406833654,1.4307453533269077
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.14148636447223764,0.08939795350391287,1.5826577558740749
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.12324801174457183,0.062025685150087585,1.987047969665157
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.08842256069653619,0.06105885844605114,1.4481528634319685
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.09794782042127431,0.050353326795367664,1.9452105085196711
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.1725003932470085,0.08985621158418158,1.9197381038638814
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.0859518346114354,0.047385805330504696,1.8138730367024858
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.1491076845279404,0.06944757476334924,2.1470538753303097
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.07495618903799921,0.06583880529448144,1.138480394696378
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.11894276322238792,0.07738490556166726,1.5370279560217803
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.11116758222017689,0.056342744120990856,1.9730594232587384
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.10430293519118451,0.05440634293072139,1.9171098363291796
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.15682491325471956,0.06412454143823182,2.445630171184642
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.06303924047166035,0.05579325425314742,1.1298720842780767
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.10348254638458276,0.07365714388103574,1.4049220609438546
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.07474625331234236,0.05023561582408826,1.48791354671721
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.09464667439317703,0.04501094146007365,2.102748161291674
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.09186057465334356,0.06811037492145573,1.3487016443423832
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.07133640460937664,0.03991735682947664,1.7871024104656865
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.0709161474913653,0.060103943440158215,1.1798917580503203
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.1278733157797514,0.07384282966176231,1.7316957701306432
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.09374005844690944,0.053205443688170234,1.7618508924821112
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.1700322940170977,0.10004977958317655,1.6994769476302651
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.07232686646332608,0.056376578075494434,1.2829240250529652
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.08764642371274362,0.05409543253220077,1.6202185583888498
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.08516462984875428,0.09224062482125622,0.9232876513335225
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.11861672571992526,0.08067922006097272,1.470226480006643
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.13194993130792804,0.058659564473684936,2.2494188712758283
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.10876342342477495,0.048682372472834363,2.2341438574191694
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.1300583850812607,0.08364901211373518,1.5548107717569217
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.12718424812973267,0.07896249568078388,1.6106918484933843
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.075333432508605,0.03786544558688609,1.9895033939517448
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.07098267766242082,0.058574185432277756,1.2118423352978507
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.15497968260437897,0.08089897629970305,1.9157187110777796
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.12490292134982126,0.07180330518833021,1.7395149293227943
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.1198492293447171,0.06877655868645602,1.742588341633887
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.08815521379742446,0.07760034659714847,1.136015722391939
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.08379639087378912,0.04239338065192904,1.9766385597270386
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.05685135041984493,0.04335460403831174,1.3113105673761047
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.0636349298872086,0.037904664767642385,1.6788152665982965
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.09100155871204546,0.07554868568082017,1.2045419174664527
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.06798362897121916,0.029413670921138262,2.311293587036171
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.06887668332435481,0.03897998269975301,1.766975728411271
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.09715119118074086,0.06311602240880547,1.5392476818562486
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.11741191852025007,0.06637588824075821,1.7688941215275986
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.11092725654676126,0.04825311155953911,2.298862248704709
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.09364530829106539,0.05037746598430769,1.8588729397432457
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.11895343526662262,0.07484769105681047,1.5892732773324332
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.08906471544765963,0.07087659166860366,1.2566167947818065
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.07160523805615532,0.07706647104716806,0.92913607024162
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.08055596504488778,0.06280377970376647,1.2826610981831827
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.07716914394173507,0.050520130093695347,1.5274929775243273
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.08736374548829612,0.05052367589879987,1.7291644745581811
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.07724924227312097,0.04862207650911641,1.5887688848220438
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.11961116908564882,0.0701076356053659,1.7061075880370158
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.08284263534035595,0.06191571701677106,1.3379904058595724
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.08180454618465469,0.05577825628401609,1.4666027881566592
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.06952350466164735,0.05566211458985046,1.249027371200957
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.1055109420027274,0.061669817707615454,1.710900825148671
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.1099491721276455,0.08135931360841057,1.3514024055910845
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.11291782602622326,0.06612821281607081,1.707559016305086
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.05423098058432378,0.049362600778723044,1.0986248643466772
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.12713193796102437,0.08245101412013198,1.5419087238368205
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.0479603943085797,0.05361286213371734,0.894568810539537
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.11193945376031285,0.06941207470428058,1.6126798433444554
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.10224920763699023,0.06412372704257267,1.5945612077274531
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.08782255592045005,0.05064565938098221,1.7340588906110288
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.11797470642424714,0.07772792491433433,1.5177905052047853
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.14307298526994627,0.06623949593041635,2.159934692441537
0.4,0.13793103448275862,0.6153846153846155,0.3366993786790095,0.049467747667541175,0.047164967335279334,1.048823956897758
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.0976643529581699,0.05530671236514597,1.7658679892843805
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.15757977528063447,0.09711260203115583,1.6226501193952094
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.06127480020885569,0.05476841425252639,1.1187981438777765
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.0949327088666514,0.0755998601822768,1.2557259846481421
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.07136629697069535,0.07294822122787262,0.9783144231545315
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.07182325555451223,0.06739083570136356,1.065771848753895
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.14786401428900944,0.12179621079663613,1.2140280335641875
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.09313873617634069,0.05959566030124533,1.562844269289763
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.08071929547888489,0.060600239260765236,1.331996316574701
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.1484324409326039,0.09585989857353545,1.5484310242487824
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.10035152319804384,0.09368145334753608,1.0711994702490724
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.10096391591925852,0.07372823798501353,1.3694063316660448
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.12798053420062122,0.10523687214852134,1.2161187575016639
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.09855786957085974,0.07298963902274622,1.3502994519557157
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.07105610769918493,0.07144906088926448,0.9945002329605344
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.10942966105871071,0.08319115365897711,1.3154002107879437
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.07286261254573567,0.06560591868931027,1.1106103534772662
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.0808040806854076,0.06034231068633508,1.3390949031672768
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.10138382085065126,0.07256731894375844,1.3971002694646382
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.10971453391224212,0.06945994036559014,1.5795368284910558
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.08459923944667923,0.07489347984563072,1.1295941865841175
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.06856139359324627,0.05979922402452629,1.146526476081466
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.13660087406364313,0.0897662072613074,1.5217405105019204
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.08427265634142758,0.07701166326973308,1.0942843299756155
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.12209686409902153,0.08287650742798301,1.47323853149965
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.09523540246263028,0.07525494059088927,1.26550365617005
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.09295726402076432,0.07972219804034926,1.166014815267844
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.10301386849269026,0.08169727002856578,1.2609217964892958
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.0704032396095947,0.05105029533771633,1.3790956378185784
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.10651665474041053,0.0770999882124615,1.38153918320826
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.11020469538709038,0.08118041250229176,1.357528152298798
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.07884336315998539,0.05776493179532436,1.36490013420854
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.10467872022133166,0.06014124034376388,1.7405480768769335
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.0778805637126496,0.07988563292482412,0.9749007532548265
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.11777445191916357,0.10029937158588166,1.1742292105820304
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.13604937680978765,0.0835164833578686,1.6290122780531278
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.09504170529103625,0.08244256110679894,1.1528232992169656
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.10518750822564675,0.07464153401363448,1.4092356168139921
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.09390914789136574,0.07523207545593746,1.2482594335227029
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.12347237193816415,0.10105099892058439,1.2218817553223857
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.08975427996118118,0.04747061171831536,1.890733586787796
0.6,0.2647058823529412,0.782608695652174,0.5377457401373305,0.08681001469189523,0.06609338070191643,1.3134449133932424
